FACILITY NAME,PERMIT ID,URL TO PERMIT TEXT,FACILITY LOCATION,FACILITY CITY,FACILITY STATE,FACILITY ZIP,ISSUE DATE,EXPIRE DATE,Location
NYC-DOS-SOUTH WEST BKLYN MTS,2-6106-00002/00023,http://www.dec.ny.gov/dardata/boss/afs/permits/261060000200023.pdf,BAY 41 ST & GRAVESEND BAY|25TH AVENUE,BROOKLYN,NY,11214,07/13/2012,,
V A MEDICAL CTR - 800 POLY PL,2-6106-00050/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/261060005000002.pdf,800 POLY PL,BROOKLYN,NY,11209,01/05/2000,,
WARBASSE HOUSES & POWER PLANT,2-6107-00141/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/261070014100011.pdf,2701 W 6TH ST,BROOKLYN,NY,11224,05/23/2007,,
WARBASSE HOUSES & POWER PLANT,2-6107-00141/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/261070014100013.pdf,2701 W 6TH ST,BROOKLYN,NY,11224,01/05/2012,,
KINGSBOROUGH COMMUNITY COLLEGE,2-6107-00159/00016,http://www.dec.ny.gov/dardata/boss/afs/permits/261070015900016.pdf,2001 ORIENTAL BLVD,BROOKLYN,NY,11235,09/26/2013,09/25/2023,
TRUMP VILLAGE SECT 3 BOILER PLANT,2-6107-00382/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/261070038200002.pdf,458-460/464 NEPTUNE AVE,BROOKLYN,NY,11224,11/04/2013,11/03/2023,
LUNA PARK HOUSES,2-6107-00396/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/261070039600001.pdf,2880 W 12TH ST,BROOKLYN,NY,11224,10/05/2007,,
NYC-TA 207TH STREET YARD,2-6201-00004/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/262010000400009.pdf,3961 10TH AVE,NEW YORK,NY,10034,01/14/2014,01/13/2024,
NYS PSYCHIATRIC INSTITUTE,2-6201-00030/00010,http://www.dec.ny.gov/dardata/boss/afs/permits/262010003000010.pdf,1051 RIVERSIDE DR,NEW YORK,NY,10032,10/18/2013,10/17/2023,
COLUMBIA UNIVERSITY MEDICAL CENTER,2-6201-00056/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/262010005600009.pdf,630-650 & 722 W 168TH ST,NEW YORK,NY,10032,01/21/2015,01/20/2025,
CITY COLLEGE OF NEW YORK,2-6202-00044/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/262020004400004.pdf,160 CONVENT AVE,NEW YORK,NY,10031,11/08/2005,,
RIVERSIDE PARK COMMUNITY LLC,2-6202-00106/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/262020010600005.pdf,3333 BROADWAY,NEW YORK,NY,10031,11/29/2012,,
DORCHESTER TOWERS CONDOMINIUM,2-6202-00111/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020011100001.pdf,155 W 68TH ST,NEW YORK,NY,10023,01/20/2015,01/19/2025,
POWER PLANT BUILDING,2-6202-00153/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/262020015300004.pdf,11 WEST 42ND ST,NEW YORK,NY,10036,06/30/2014,06/29/2024,
1271 6TH AVE BUILDING,2-6202-00177/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020017700001.pdf,111 W 50TH ST,NEW YORK,NY,10020,01/09/2001,,
UNION THEOLOGICAL SEMINARY,2-6202-00548/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020054800001.pdf,3041 BROADWAY,NEW YORK,NY,10027,08/01/1999,,
ST LUKE'S ROOSEVELT HOSPITAL,2-6202-00674/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262020067400002_r1.pdf,1111 AMSTERDAM AVE,NEW YORK,NY,10025,03/17/2015,03/16/2025,
COLUMBIA UNIVERSITY,2-6202-00724/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020072400001_r1.pdf,560 RIVERSIDE DR,NEW YORK,NY,10027,01/21/2015,01/20/2025,
TEACHERS COLLEGE CENTRAL UTILITY PLANT,2-6202-00802/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020080200001.pdf,525 W 120TH ST,NEW YORK,NY,10027,09/24/2003,,
CBS BROADCASTING INC - 524 WEST 57TH ST,2-6202-01636/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020163600001.pdf,524 WEST 57TH ST,NEW YORK,NY,10019,10/28/2002,,
AT&T WEB HOSTING & COMM OPERATIONS,2-6202-01646/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262020164600002.pdf,811 10TH AVE,NEW YORK,NY,10019,09/26/2013,09/25/2023,
BILTMORE TOWER  LLC,2-6202-01657/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020165700001.pdf,271 WEST 47TH ST,NEW YORK,NY,10036,02/28/2003,,
1301 AVENUE OF THE AMERICAS,2-6202-01666/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262020166600002.pdf,1301 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,11/02/2005,,
COLUMBIA UNIVERSITY - MANHATTANVILLE CAMPUS/FACILITIES UTILITY IMPROVEMENT PROJECT,2-6202-01787/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262020178700002.pdf,637 WEST 125TH ST & 615 WEST 131ST ST,NEW YORK,NY,10027,07/03/2014,07/02/2024,
BANK OF AMERICA,2-6202-01788/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020178800001.pdf,1111 6TH AVE,NEW YORK,NY,10036,09/17/2009,,
UTS PROJECT COMPANY HNY-1 LLC,2-6202-01816/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262020181600001.pdf,1335 AVENUE OF THE AMERICAS,NY,NY,10019,03/28/2013,03/27/2023,
WARDS ISLAND WASTEWATER TREATMENT PLANT,2-6203-00005/00049,http://www.dec.ny.gov/dardata/boss/afs/permits/262030000500049.pdf,WARDS ISLAND - E SIDE,NEW YORK,NY,10035,07/18/2006,,
MANHATTAN PSYCH CTR,2-6203-00017/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/262030001700007.pdf,600 E 125TH ST,WARDS ISLAND,NY,10035,06/30/2014,06/29/2024,
RIVERBEND HOUSING CO INC,2-6203-00037/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262030003700001.pdf,2289 FIFTH AVE,NEW YORK,NY,10037,03/14/2003,,
ESPLANADE GARDENS INC,2-6203-00038/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262030003800003.pdf,101 W 147TH ST,NEW YORK,NY,10039,09/18/2002,,
NYC-HH - METROPOLITAN HOSPITAL,2-6204-00058/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/262040005800004.pdf,1901 1ST AVE,NEW YORK,NY,10029,05/06/2015,05/05/2025,
MOUNT SINAI HOSPITAL,2-6204-00059/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/262040005900007.pdf,1 GUSTAVE L LEVY PL|1450 MADISON AVE,NEW YORK,NY,10029,07/09/2012,,
245 EAST 63 STREET BUILDING,2-6204-00692/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262040069200001.pdf,245 EAST 63 STREET,NEW YORK,NY,10021,04/20/1999,,
PLAZA 400,2-6204-00694/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262040069400001.pdf,400 EAST 56TH ST,NEW YORK,NY,10022,04/20/1999,,
TERENCE CARDINAL COOKE HEALTH CARE CENTER,2-6204-00698/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262040069800001.pdf,1249 FIFTH AVE,NEW YORK,NY,10029,04/20/1999,,
YORKSHIRE TOWERS,2-6204-01380/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262040138000003.pdf,305 E 86TH ST,NEW YORK,NY,10028,09/30/2013,09/29/2023,
HUNTER COLLEGE,2-6204-01430/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262040143000003.pdf,695 PARK AVE,NEW YORK,NY,10021,07/29/2013,07/28/2023,
1199 HOUSING CORPORATION BOILER PLANT,2-6204-01499/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262040149900001.pdf,2120 FIRST AVE,NEW YORK,NY,10029,08/08/2003,,
330 MADISON AVENUE GENERATOR PLANT,2-6204-01648/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262040164800001.pdf,330 MADISON AVE,NEW YORK,NY,10017,03/25/2013,03/24/2023,
LONDON TERRACE TOWERS-470 W 24TH ST,2-6205-00331/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050033100001.pdf,470 W 24TH ST,NEW YORK,NY,10011,01/05/2000,,
NYCT - MICHAEL J QUILL BUS DEPOT,2-6205-00335/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262050033500003.pdf,525 11TH AVE,NEW YORK,NY,10018,11/08/2002,,
MANHATTAN CRIMINAL COURT,2-6205-00339/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/262050033900004.pdf,100 CENTRE ST,NEW YORK,NY,10013,09/30/2013,09/29/2023,
1385 BROADWAY BLDG,2-6205-00432/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262050043200003.pdf,1385 BROADWAY,NEW YORK,NY,10018,04/23/2014,04/22/2024,
CITIGROUP GLOBAL MARKETS INC,2-6205-01565/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262050156500003.pdf,388/390 GREENWICH ST,NEW YORK,NY,10013,04/06/2006,,
SL GREEN REALTY CORP,2-6205-01617/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050161700001.pdf,333 W 34TH ST,NEW YORK,NY,10001,08/08/2003,,
SPRINT - 60 HUDSON STREET,2-6205-01645/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262050164500002.pdf,60 HUDSON ST,NEW YORK,NY,10013,09/25/2012,,
BANK OF NEW YORK MELLON - 101 BARCLAY,2-6205-01653/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262050165300002.pdf,101 BARCLAY ST,NEW YORK,NY,10286,09/19/2013,09/18/2023,
HSBC TOWER,2-6205-01682/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050168200001.pdf,1 W 39TH ST|452 FIFTH AVE,NEW YORK,NY,10018,07/01/2005,,
THE NEW YORK TIMES BUILDING  LLC,2-6205-01696/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050169600001.pdf,620 EIGHTH AVE,NEW YORK,NY,10018,05/11/2007,,
ONE PENN PLAZA LLC,2-6205-01736/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050173600001.pdf,242 W 34TH ST,NEW YORK,NY,10001,02/05/2009,,
MLPF&S INC - 250 VESEY ST,2-6205-01757/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050175700001.pdf,250 VESEY ST,NEW YORK,NY,10281,12/30/2011,,
DATAGRYD DATA CENTERS LLC - 60 HUDSON ST,2-6205-01771/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262050177100001.pdf,60 HUDSON ST,NEW YORK,NY,10013,01/12/2015,01/11/2025,
NYC-HH - NEW BELLEVUE HOSPITAL-462 1 AV,2-6206-00032/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/262060003200004.pdf,462 FIRST AVE,NEW YORK,NY,10016,11/04/2013,11/03/2023,
NEW YORK PLAZA BUILDING,2-6206-00053/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/262060005300003.pdf,1 NEW YORK PLZ,NEW YORK,NY,10081,05/20/2013,05/19/2023,
NEW YORK HARBOR HEALTHCARE SYSTEM,2-6206-01438/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262060143800002.pdf,423 E 23RD ST,NEW YORK,NY,10010,02/24/2005,,
NYC DCAS - 100 GOLD STREET BOILER PLANT,2-6206-01442/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/262060144200002.pdf,100 GOLD STREET  10TH FLOOR,NEW YORK,NY,10038,10/18/2013,10/17/2023,
55 WATER ST EMERGENCY GENERATOR SYSTEM,2-6206-01474/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/262060147400001.pdf,55 WATER ST,NEW YORK,NY,10041,12/07/2007,,
BOWERY BAY WASTWATER TREATMENT PLANT,2-6301-00008/02003,http://www.dec.ny.gov/dardata/boss/afs/permits/263010000802003_r1.pdf,43-10 BERRIAN BLVD,ASTORIA,NY,11105,08/03/2015,08/02/2025,
PORT AUTH OF NY & NJ-LA GUARDIA AIRPORT,2-6301-00106/00021,http://www.dec.ny.gov/dardata/boss/afs/permits/263010010600021.pdf,GRAND CENTRAL PKWY & 94TH ST,FLUSHING,NY,11371,11/19/2001,,
PARK CITY ESTATES TENANTS CO,2-6301-00148/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/263010014800001.pdf,61-55 98TH ST,REGO PARK,NY,11374,01/16/2001,,
BULOVA CORPORATE CENTER,2-6301-00232/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/263010023200003.pdf,75-20 ASTORIA BLVD,JACKSON HEIGHTS,NY,11370,07/08/2003,,
NYC-DOS NORTH SHORE MTS,2-6302-00007/00020,http://www.dec.ny.gov/dardata/boss/afs/permits/263020000700020.pdf,31ST AVE & 122ND ST,COLLEGE POINT,NY,11356,09/14/2007,,
FLUSHING ASPHALT LLC,2-6302-00083/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/263020008300005.pdf,120-01 31ST AVE,FLUSHING,NY,11354,01/08/2002,,
NYCDOT - HARPER STREET ASPHALT PLANT,2-6302-00138/00028,http://www.dec.ny.gov/dardata/boss/afs/permits/263020013800028.pdf,30-01 HARPER ST|130-01 NORTHERN BLVD,CORONA,NY,11368,09/21/2005,,
THE NY TIMES DAILY PRODUCTION FACILITY,2-6302-00169/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/263020016900011_r1.pdf,1 NEW YORK TIMES PLZ|25-70 WHITESTONE EXPRESSWAY,COLLEGE POINT,NY,11354,10/17/2014,10/16/2024,
WILLETS POINT ASPHALT CORP,2-6302-00211/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/263020021100005.pdf,32-02 COLLEGE POINT BLVD,FLUSHING,NY,11354,05/23/2006,,
SIMSMETAL EAST LLC-QUEENS PLANT,2-6304-00268/00028,http://www.dec.ny.gov/dardata/boss/afs/permits/263040026800028.pdf,30-27 GREENPOINT AVE,LONG ISLAND CITY,NY,11101,08/21/2013,08/20/2023,
QUEENSVIEW INC,2-6304-00403/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/263040040300002.pdf,21-50 33RD RD,LONG ISLAND CITY,NY,11106,05/02/2013,05/01/2023,
ENTERPRISE CLEANERS,2-6304-01324/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/263040132400004.pdf,37-26 30TH ST,LONG ISLAND CITY,NY,11101,01/14/2010,,
GOTHIC CABINET CRAFT INC,2-6304-01422/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/263040142200002.pdf,58-77 57TH ST,MASPETH,NY,11378,01/05/2006,,
GREEN ASPHALT CO LLC,2-6304-01496/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/263040149600002.pdf,37-98 RAILROAD AVE,LONG ISLAND CITY,NY,11101,04/20/2010,,
LAGUARDIA COMMUNITY COLLEGE,2-6304-01503/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/263040150300004.pdf,31-10 THOMSON AVE,LONG ISLAND CITY,NY,11101,05/23/2013,05/22/2023,
BORO KITCHEN CABINETS - 56-06 COOPER AVE,2-6305-00058/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/263050005800001.pdf,56-06 COOPER AVE,RIDGEWOOD,NY,11207,06/20/2003,,
QUEENS COLLEGE,2-6306-00062/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/263060006200002.pdf,65-30 KISSENA BLVD,FLUSHING,NY,11367,05/22/2006,,
NEW YORK HOSPITAL MEDICAL CTR OF QUEENS,2-6306-00064/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/263060006400001_r1.pdf,56-45 MAIN ST,FLUSHING,NY,11355,12/01/2014,11/30/2024,
FLUSHING HOSPITAL MEDICAL CENTER,2-6306-00072/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/263060007200001.pdf,44-14 PARSONS BLVD,FLUSHING,NY,11355,06/22/2004,,
LIRR HILLSIDE MAINTENANCE COMPLEX & HOLBAN YARD,2-6307-00216/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/263070021600004.pdf,93-59 183RD ST,HOLLIS,NY,11423,03/27/2003,,
CREEDMOOR PSYCHIATRIC CTR,2-6307-00242/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/263070024200007_r1.pdf,80-45 WINCHESTER BLVD,QUEENS VILLAGE,NY,11427,01/13/2015,01/12/2025,
N SHORE TOWERS APT TOTAL ENERGY PLANT,2-6307-00339/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/263070033900003.pdf,272-40 GRAND CENTRAL PKWY,FLORAL PARK,NY,11005,12/23/2013,12/22/2023,
JAMAICA HOSPITAL MEDICAL CENTER,2-6307-00486/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/263070048600003.pdf,8900 VAN WYCK EXPY,JAMAICA,NY,11418,06/20/2012,,
JFK INTERNATIONAL AIRPORT,2-6308-00019/00095,http://www.dec.ny.gov/dardata/boss/afs/permits/263080001900095.pdf,JOHN F KENNEDY EXPRY,JAMAICA,NY,11430,06/08/2004,,
JAMAICA WASTEWATER TREATMENT PLANT,2-6308-00021/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/263080002102002_r1.pdf,150-20 134TH ST,JAMAICA,NY,11430,10/17/2014,10/16/2024,
CALPINE JFK ENERGY CENTER,2-6308-00096/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/263080009600011.pdf,KENNEDY INTERNATIONAL AIRPORT  BLDG 49|ENTER THROUGH SIGN TO TERMINAL 7 PARKING,JAMAICA,NY,11430,09/14/2001,,
JFK INTERNATIONAL AIRPORT #151,2-6308-00202/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/263080020200003.pdf,JFK INTL AIRPORT BLDG #151,JAMAICA,NY,11430,08/24/2004,,
AMERICAN AIRLINES INC,2-6308-00555/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/263080055500001.pdf,JFK INTERNATIONAL AIRPORT|HANGAR 10,JAMAICA,NY,11430,11/17/2003,,
BUCKEYE PIPELINE  -  JFK PIPELINE,2-6308-00709/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/263080070900007.pdf,JFK AIRPORT - W SIDE & E BANK OF BERGEN BASIN,JAMAICA,NY,11430,03/05/2012,,
380 DEVELOPMENT LLC PROPERTY,2-6401-00042/00059,http://www.dec.ny.gov/dardata/boss/afs/permits/264010004200059.pdf,500 WESTERN AVE AND GULF AVE B 1760 L 115,STATEN ISLAND,NY,10303,11/18/2005,,
CLEAN WATER OF NEW YORK INC,2-6401-00065/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/264010006500004.pdf,3249 RICHMOND TER,STATEN ISLAND,NY,10303,01/05/2000,,
CADDELL DRY DOCK & REPAIR CO INC,2-6401-00068/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/264010006800011.pdf,FOOT OF BEMENT AVE & FOOT OF BROADWAY,STATEN ISLAND,NY,10310,12/08/2005,,
RICHMOND UNIVERSITY MEDICAL CENTER,2-6401-00302/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/264010030200003.pdf,355 BARD AVE,STATEN ISLAND,NY,10310,03/03/2015,03/02/2025,
NYC EDC - STATEN ISLAND WATER SIPHON REPLACEMENT,2-6402-00327/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/264020032700004.pdf,605 FT S OF HANNAH ST NEAR 355 FRONT ST,STATEN ISLAND,NY,10304,06/22/2015,06/21/2025,
VANBRO CORPORATION,2-6403-00031/00033,http://www.dec.ny.gov/dardata/boss/afs/permits/264030003100033.pdf,1900 SOUTH AVE,STATEN ISLAND,NY,10314,09/24/2003,,
STATEN ISLAND TRANSFER STATION,2-6403-00141/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/264030014100003.pdf,FRESH KILLS|600 W SERVICE RD,STATEN ISLAND,NY,10314,01/24/2003,,
BLOOMFIELD GENERATING FACILITY - SOUTH AVE,2-6403-00196/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/264030019600001.pdf,1900 SOUTH AVENUE,STATEN ISLAND,NY,10314,03/26/2004,,
BLOOMFIELD GENERATING FACILITY - SOUTH AVE,2-6403-00196/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/264030019600001.pdf,1900 SOUTH AVENUE,STATEN ISLAND,NY,10314,03/26/2004,,
THE COLLEGE OF STATEN ISLAND,2-6403-00224/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/264030022400001.pdf,2800 VICTORY BLVD,STATEN ISLAND,NY,10314,06/22/2004,,
MLPF&S INC - 10 TELEPORT DR,2-6403-00263/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/264030026300001_r1.pdf,10 TELEPORT DR,STATEN ISLAND,NY,10311,01/28/2015,01/27/2025,
364 MEREDITH AVE LLC,2-6403-00277/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/264030027700002.pdf,364 MEREDITH AVE AT SOUTH AVE,STATEN ISLAND,NY,10314,11/10/2014,11/09/2024,
STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,2-6404-00581/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/264040058100001_r1.pdf,475 SEAVIEW AVE,STATEN ISLAND,NY,10305,04/24/2015,04/23/2025,
STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,2-6405-00031/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/264050003102001.pdf,375 SEGUINE AVE,STATEN ISLAND,NY,10309,07/20/2015,07/19/2025,
AMENIA S & G-LEEDSVILLE PROCESSING PLANT,3-1320-00002/00018,http://www.dec.ny.gov/dardata/boss/afs/permits/313200000200018.pdf,307 LEEDSVILLE RD,AMENIA,NY,12501,04/05/2000,,
TACONIC DDSO,3-1320-00020/00015,http://www.dec.ny.gov/dardata/boss/afs/permits/313200002000015.pdf,26 CENTER CIR,WASSAIC,NY,12592,05/12/2004,,
HUNT COUNTRY FURNITURE,3-1326-00025/00023,http://www.dec.ny.gov/dardata/boss/afs/permits/313260002500023.pdf,16 DOGTAIL CORNERS ROAD,WINGDALE,NY,12594,03/14/2001,,
"WINGDALE MATERIALS, LLC",3-1326-00049/00022,http://www.dec.ny.gov/dardata/boss/afs/permits/313260004900022.pdf,PLEASANT RIDGE RD,WINGDALE,NY,12594,04/22/2005,,
J & J LUMBER CORP,3-1326-00220/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/313260022000001.pdf,528 OLD RTE 22,DOVER PLAINS,NY,12603,11/13/2006,,
PACKAGE PAVEMENT CO,3-1328-00038/00010,http://www.dec.ny.gov/dardata/boss/afs/permits/313280003800010.pdf,ST RTE 52 & LEETOWN RD,STORMVILLE,NY,12582,03/05/2005,,
GREEN HAVEN CORRECTIONAL FACILITY,3-1328-00275/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/313280027500009_r1.pdf,ST RTE 216 & GREEN HAVEN RD,STORMVILLE,NY,12582,01/06/2015,01/05/2025,
THALLE FISHKILL QUARRY,3-1330-00049/02003,http://www.dec.ny.gov/dardata/boss/afs/permits/313300004902003.pdf,172 US RTE 9,FISHKILL,NY,12524,04/25/2006,,
DUTCHESS QUARRY & SUPPLY CO INC,3-1344-00008/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/313440000802001.pdf,410 NORTH AVE,PLEASANT VALLEY,NY,12569,08/14/2012,07/25/2022,
IBM CORP SOUTH RD FACILITY,3-1346-00035/00464,http://www.dec.ny.gov/dardata/boss/afs/permits/313460003500464.pdf,2455 SOUTH RD,POUGHKEEPSIE,NY,12601,02/27/2001,,
VASSAR COLLEGE,3-1346-00067/00010,http://www.dec.ny.gov/dardata/boss/afs/permits/313460006700010.pdf,124 RAYMOND AVE,POUGHKEEPSIE,NY,12604,11/04/2013,11/03/2023,
POUGHKEEPSIE RURAL CEMETERY,3-1346-00100/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/313460010000004.pdf,342 SOUTH AVE,POUGHKEEPSIE,NY,12602,12/05/2005,,
TILCON-POUGHKEEPSIE ASPHALT PLANT,3-1346-00219/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/313460021900007.pdf,295 SHEAFE RD,WAPPINGERS FALLS,NY,12590,01/02/2002,,
RHINEBECK ANIMAL HOSPITAL,3-1350-00025/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/313500002500002.pdf,6450 MONTGOMERY ST,RHINEBECK,NY,12572,04/04/2007,,
AIRPORT DRIVE ANIMAL CREMATORY,3-1356-00279/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/313560027900001.pdf,72 AIRPORT DR,WAPPINGERS FALLS,NY,10530,10/14/2009,,
FISHKILL DOWNSTATE CORRECTIONAL FACILITY,3-1399-00055/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/313990005500004_r1.pdf,271 MATTEAWAN RD|RED SCHOOLHOUSE RD,BEACON,NY,12508,08/12/2014,08/12/2024,
D & W DESIGN,3-3309-00176/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333090017600001.pdf,62-84 INDUSTRIAL PL,MIDDLETOWN,NY,,01/28/2014,01/27/2024,
PRISMATIC DYEING & FINISHING INC,3-3311-00114/00019,http://www.dec.ny.gov/dardata/boss/afs/permits/333110011400019_r1.pdf,40 WISNER AVE,NEWBURGH,NY,12550,08/07/2014,08/07/2024,
KOLMAR LABORATORIES,3-3313-00013/00027,http://www.dec.ny.gov/dardata/boss/afs/permits/333130001300027.pdf,20 WEST KING ST,PORT JERVIS,NY,12771,09/13/2004,,
CALLAHAN & NANNINI QUARRY,3-3320-00009/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/333200000900005.pdf,CLOVE RD,BLOOMING GROVE,NY,12577,08/26/2002,,
OXFORD HILLS CREMATORY INC,3-3322-00062/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/333220006200009.pdf,62 BLACK MEADOW RD,CHESTER,NY,10918,03/14/2008,,
SPARROW BUSH STATION,3-3328-00177/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333280017700001.pdf,524 PEENPACK TR,SPARROW BUSH,NY,12780,11/07/2008,,
MAACO COLLISION AND AUTO PAINTING,3-3330-00191/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333300019100001.pdf,23 CANNON HILL DR,GOSHEN,NY,10924,01/18/2006,,
ORANGE COUNTY PROPERTY,3-3330-00195/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/333300019500002.pdf,21 TRAINING CENTER LN - ST RTE 17M,GOSHEN,NY,10924,08/13/2009,,
CARLISLE CONSTRUCTION MATERIALS,3-3334-00106/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333340010600001_r1.pdf,9 HUDSON CROSSING DR,MONTGOMERY,NY,12549,03/11/2015,03/10/2025,
MINISINK COMPRESSOR STATION,3-3338-00045/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333380004500001.pdf,107 JACOBS RD,WESTTOWN,NY,10998,05/02/2012,,
TAYLOR BIOMASS GASIFICATION FACILITY,3-3342-00105/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/333420010500012.pdf,350 NEELYTOWN RD,MONTGOMERY,NY,12549,12/03/2010,,
MAYBROOK ASPHALT PLANT,3-3342-00118/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/333420011800011.pdf,NEELYTOWN RD,MAYBROOK,NY,12543,01/16/2002,,
